"세종특별자치시",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.597,2.2,29.3,101.1,141.9,38,7.8,0,10.19495,1.435,1.7,23.3,91,127.4,39,5.5,0,9.51586,1.354,1.7,18.5,84.2,120.3,42.9,4.8,0.2,9.72008,1.893,1.3,19.1,119.7,169.7,64,6.3,0.3,14.82942,1.821,1.1,19.7,110,160.7,63.4,9.6,0.2,14.58901,1.668,0.8,14.8,95.2,153.2,63.8,7.1,0.5,13.44889,1.566,1.2,12.4,85.8,143.7,61.3,9.5,0.3,12.508,1.472,0.7,11.6,73.1,139.8,60.6,9.5,0.4,11.70594,1.277,0.2,8.7,56,128,54.8,7.7,0.3,9.99223,1.277,0.2,6.3,54.6,128.1,58.4,8.6,0.1,9.83684,1.121,0.4,6.1,40.5,112.6,55.7,9.3,0.1,8.51214
"경기도",1.628,3,51.1,166,86.1,18.4,3,0.3,15.61161,1.437,2.7,40.9,143.9,79.7,18,3,0.3,13.45823,1.305,3,34.7,126.3,77.2,17.5,2.8,0.3,12.00228,1.321,2.8,29.7,128.3,83.2,18.2,2.9,0.3,11.96295,1.28,2.8,25.8,118.7,87.7,19.3,2.8,0.3,11.39945,1.183,2.3,21.6,104.2,85.7,19.6,2.8,0.3,10.35277,1.239,2.2,21.3,102.4,95,22.3,2.9,0.2,10.65682,1.361,2.1,21.6,107.4,107.7,27.3,3.5,0.2,11.50705,1.285,1.6,19.6,95.8,107.2,27.9,3.2,0.2,10.66117,1.226,1.5,17.3,88.9,106.1,28.4,3.6,0.2,9.99364,1.309,1.6,16.9,87.9,118.7,34.4,4.2,0.2,10.52449,1.314,1.6,16.5,85.4,119.7,36.9,4.9,0.2,10.38087,1.355,1.5,16.3,83.1,126.4,40.1,5,0.2,10.47302,1.226,1.4,13.6,69.5,115.3,40.1,4.9,0.1,9.29666,1.241,1.3,12.8,66.6,117.4,43.5,5.2,0.1,9.19705,1.272,1.1,11.9,65.9,119.8,49.1,5.7,0.2,9.1992,1.194,1,11.2,57.6,113.1,48.7,6,0.2,8.44503,1.069,0.8,9.2,48.3,100.6,47.5,6.1,0.2,7.4194,1.002,0.7,7.6,41.8,94.7,47.2,6.5,0.2,6.8557,0.943,0.7,6.7,36.5,89.3,46.2,7.2,0.2,6.37839,0.878,0.7,5.9,32.3,83.3,44.3,7.5,0.2,5.88017,0.853,0.4,4.9,29,81.2,45.6,7.9,0.2,5.68246,0.839,0.3,4,25.7,80,47.8,8.7,0.2,5.57817
"강원도",1.6,3.9,50.4,159.6,80.2,19.4,3.3,0.4,12.52191,1.413,2.7,39.5,138.1,76.9,18.6,3.1,0.3,10.86095,1.317,3.8,34.6,125.1,75.3,18.6,2.9,0.4,9.90836,1.279,3.1,31,120.5,77.3,18.4,2.9,0.2,9.36083,1.261,3,27.7,115,82,19.5,3.3,0.3,9.03816,1.188,2.7,24,105.9,80.3,19.6,2.9,0.3,8.34211,1.202,2.9,22.9,103.1,84.3,21.5,2.9,0.2,8.25236,1.356,2.8,26,112.9,96.4,25.7,3.9,0.2,9.09869,1.253,2.3,23.2,101.3,92.5,24.3,3.9,0.2,8.21476,1.248,2.5,21.1,99,95.8,26.7,3.8,0.2,8.01736,1.313,2.1,21.8,96.8,108.7,29.4,4.4,0.2,8.24115,1.338,2.6,22.3,96,110.1,32.9,4.6,0.3,8.16936,1.374,2.3,21,93.9,117.2,35.3,5.1,0.2,8.1558,1.249,2.4,19.1,80.3,106.5,34.6,4.8,0.1,7.19278,1.248,2,16.7,78.8,108.4,36.7,4.7,0.1,6.96969,1.311,2.1,17.1,77.6,114.6,42.7,5.5,0.1,7.12748,1.237,1.5,15.6,71.8,107.8,42.5,5.2,0.1,6.547,1.123,1.4,13.3,64.7,95.6,41,5.9,0.1,5.82942,1.067,1.2,12.1,57.6,91.5,42.7,5.6,0.2,5.44744,1.082,1.3,11,54.7,96.6,43.1,6.7,0.3,5.41849,1.036,1.3,10.2,51,92.7,42.4,7.3,0.1,5.1253,0.979,0.5,8.5,47,87.2,43.1,7.3,0.2,4.80681,0.968,0.6,8.2,43.1,86.8,44.8,8.4,0.2,4.75279
"충청북도",1.583,3.9,51.3,160.6,78.8,17.4,2.8,0.5,13.1309,1.426,3.3,42.2,143.6,73.6,16.7,3,0.4,11.57101,1.294,3.7,36.8,126.6,68.6,17.1,3.2,0.3,10.25614,1.27,3.2,32.6,124.5,71,17.2,2.9,0.3,9.82447,1.272,3.2,29,123.3,76.5,18.3,3,0.3,9.62271,1.195,2.9,24.6,111.5,77.6,17.5,2.9,0.2,8.84158,1.233,2.6,26.1,107.5,84.6,19.9,3.1,0.3,8.96036,1.398,2.9,28.9,118.9,97.7,24,3.1,0.3,9.99744,1.319,2,26,111,95.2,23,3,0.2,9.29484,1.317,2.3,25.4,107.3,100,24,3.3,0.2,9.1255,1.402,2.2,24.4,104.6,117,28.9,4.4,0.2,9.56958,1.428,2.5,24.7,105,117.6,33.3,4.4,0.2,9.57898,1.485,2.6,23.8,104.4,127.5,35.9,4.3,0.2,9.76396,1.365,2.2,21.9,89.6,116.8,37.4,4.4,0.1,8.76183,1.363,2,19,87.6,118.4,38.8,5.1,0.1,8.53741,1.414,2,17.9,88.6,122.7,44.8,5.4,0.2,8.63269,1.358,1.6,17.6,80.7,118.6,46.1,5.1,0.2,8.07914,1.235,1.5,14.8,67.8,108.2,46.8,5.9,0.2,7.20026,1.172,1.3,14,63.1,102.5,45.4,5.8,0.1,6.67249,1.05,1.5,11.6,52.6,93.8,41.5,6.5,0.2,5.8722,0.983,1.1,10.1,46.1,90,41.2,6.1,0.1,5.41194,0.949,0.7,8.4,43,88.4,40.8,6.3,0.2,5.14691,0.871,0.5,7.5,37.9,81.6,38.9,6.2,0.2,4.68384
"충청남도",1.698,5.1,58.1,171.9,80.9,18.1,3.2,0.3,12.87864,1.532,4.3,49.9,151.4,76,18.5,3.8,0.2,11.43931,1.361,4.1,43.3,128.8,73.2,17.1,2.5,0.3,9.96324,1.358,3.9,36.3,133.2,74.7,17.9,3.2,0.3,9.75101,1.357,3.9,33.2,129.5,81.1,19.1,3.2,0.3,9.64252,1.267,3.3,31.4,115.8,79,19.3,3.2,0.3,8.9483,1.356,3.7,30.8,122.2,86.8,21.6,3.5,0.3,9.46133,1.506,3.4,35,132.7,98.1,25.2,3.8,0.3,10.39304,1.444,2.7,31.8,123.1,98.9,25.7,3.6,0.3,9.83989,1.408,2.6,30.2,116.7,102.1,25.4,4.1,0.3,9.49528,1.479,2.6,29.7,116.8,112.9,31,4.2,0.3,9.8791,1.496,2.9,30.5,114.3,118.3,31,4.8,0.2,9.83711,1.571,2.8,29.3,113,130.6,34.9,4.9,0.2,10.18845,1.442,2.4,25.1,97.6,120,37.5,4.6,0.2,9.20165,1.421,2.3,22.5,91.4,122.2,39.1,5,0.2,8.91659,1.48,2,22.5,97.8,123,44.5,5.3,0.1,9.04933,1.395,2,20.4,85.4,118.6,45.8,5.2,0.2,8.34751,1.276,1.8,17.4,75.7,107.8,45.3,5.9,0.2,7.48917,1.186,1.3,15.7,66.4,102.7,43.7,5.8,0.1,6.82415,1.112,1.4,13.7,58.6,97.4,42,6.9,0.2,6.26746,1.029,1.1,11.5,52.1,92.7,39.4,7.1,0.2,5.66865,0.963,0.6,9.8,46.6,86.2,40.8,7,0.2,5.2079,0.909,0.5,7.6,41.9,83.7,40.1,6.9,0.2,4.83524
"전라북도",1.595,4.5,47.9,160.2,82.4,18.8,2.8,0.3,12.55899,1.426,3.7,40.5,141,76.3,18.7,3.2,0.3,11.08019,1.275,3.5,36.2,122,71.9,17.1,2.7,0.3,9.70381,1.274,3.6,32.6,121.4,75.7,17,2.8,0.2,9.43485,1.239,3.5,28.9,114,79.8,17.6,2.7,0.2,8.93874,1.184,3.3,24.6,105.1,79.5,18.8,3.2,0.3,8.30416,1.213,3.6,25,102.2,85,20.5,3.2,0.3,8.29635,1.38,3.7,28.6,112.4,98.7,25.4,3.4,0.2,9.23594,1.305,2.4,27.2,102.9,97.5,24,3.5,0.2,8.54104,1.279,2.4,26.2,95.4,101.9,24.8,3.7,0.3,8.21124,1.374,2.8,25.3,98.8,112.1,31.4,4.1,0.2,8.67945,1.405,2.8,25.1,97.9,116.7,33.8,4.8,0.3,8.70418,1.44,2.6,23.4,96.2,122.7,37.2,5.5,0.2,8.7257,1.32,2.3,20.1,80.2,116.6,37.5,5.5,0.3,7.82266,1.329,2.5,18.8,79.8,116.3,40.8,5.2,0.2,7.65104,1.352,1.9,17.6,78,119,46,5.6,0.2,7.58037,1.251,1.5,16.1,66.8,113.5,43.9,5.7,0.2,6.84613,1.151,1.3,13.4,61.4,100.7,44.7,5.7,0.2,6.14249,1.044,1.1,12.1,49.7,92.5,43.9,6.4,0.2,5.45382,0.971,1.1,10.5,45,87.3,40.8,6.4,0.2,4.93998,0.909,1.1,8.1,40.3,82.4,40.3,6.9,0.2,4.53637,0.85,0.6,6.9,36.5,75.9,40.3,7.3,0.2,4.18458,0.817,0.6,5.8,30.6,77.4,40.2,6.8,0.2,3.96806
"전라남도",1.75,4.5,56.6,171.4,88.5,20.5,3.5,0.3,12.15482,1.566,4.3,46.8,154.4,80.2,20.2,2.9,0.3,10.6801,1.391,3.4,40.3,133.4,74.4,19.8,3,0.4,9.26541,1.389,4.3,35.4,133,78.1,19.5,3.1,0.4,9.00457,1.36,4,31.9,127.5,81.9,20.6,2.9,0.5,8.61955,1.29,3.6,28.3,116,82.5,20.2,3.3,0.3,8.00223,1.337,3.6,27.8,115.6,89.3,23,3.6,0.3,8.13528,1.542,4.8,32.2,128.4,106.7,27.5,4.1,0.2,9.21513,1.449,3.2,32.5,114.8,104.6,27.6,3.6,0.2,8.50283,1.445,3.4,30.3,113.8,108.3,27.6,4.2,0.2,8.34811,1.537,2.9,31.4,112.9,122.7,32.8,4.7,0.2,8.72693,1.568,3,30.3,111.6,127.8,35,6.1,0.4,8.7343,1.642,2.7,28.8,113.6,137.5,39.8,5.6,0.2,8.95156,1.518,2.9,24.3,97.8,130.5,40.9,5.7,0.2,8.12846,1.497,2.6,22.9,93.6,130,42.5,5.2,0.2,7.8266,1.549,2.1,21.7,92.7,135.6,49,6.2,0.2,7.9511,1.466,2,18,84.5,128.4,50.6,6.5,0.3,7.38453,1.325,1.8,16.2,72.2,115.3,49.9,6,0.3,6.54616,1.24,1.6,13.3,63.3,110.3,49.9,6.1,0.2,5.98695,1.234,1.2,12,58.9,111.9,51.3,7.8,0.2,5.81341,1.145,1.5,11.7,53.9,103.2,48.2,7.5,0.2,5.27002,1.017,0.8,9.2,46,92.8,44.5,7.8,0.2,4.59897,0.969,0.5,8.1,40.5,88.2,45.8,8.2,0.2,4.3339
"경상북도",1.578,2.6,44,169.4,78.8,16.3,2.8,0.3,12.55498,1.402,2.5,35.4,147.8,74.2,16.1,2.3,0.1,10.92821,1.232,2.2,30.8,123.5,70.2,14.9,2.5,0.3,9.39177,1.253,2.5,27.1,127.7,74.2,15.2,2.3,0.1,9.29134,1.203,2.1,24.1,117,78.3,16.1,2.4,0.2,8.69636,1.173,2.6,21.9,109.3,80.4,16.7,2.3,0.3,8.29766,1.208,3,22.7,106.4,85.1,19.2,2.3,0.2,8.39379,1.369,3.7,26.7,116,99.1,21.5,2.7,0.2,9.33418,1.313,2.3,25.7,104.4,100.8,23.2,2.9,0.1,8.79055,1.274,2.3,23.2,99.5,102.4,23.8,3.2,0.1,8.37343,1.377,2.6,24.2,101.7,117.4,28.2,3.5,0.2,8.87636,1.434,2.5,23.8,101.6,124.5,33,4.2,0.1,9.06415,1.489,2.1,23.6,101.8,132,35.4,4.4,0.2,9.19061,1.379,2.4,20.8,89.4,120.9,37.5,4.2,0.1,8.28307,1.408,2.4,18.9,86.3,126,41.4,4.7,0.1,8.22471,1.464,1.7,18.4,87.3,131.3,48,4.9,0.1,8.31194,1.396,1.4,16.6,80.1,125.3,48,6.1,0.2,7.68257,1.256,1.1,14.5,69.6,110.3,47.8,5.9,0.2,6.7051,1.167,1.2,12.4,60.6,103.5,46.9,6,0.2,6.0295,1.089,1,10,55.1,97.7,44.5,6.5,0.2,5.45307,1.003,1,9.7,47.6,91.4,41.9,6.8,0.1,4.88397,0.966,0.7,7.5,43.5,89.2,42.8,7.6,0.1,4.59763,0.93,0.5,6.3,38.2,89,42.5,7.7,0.2,4.34246
"경상남도",1.586,2.7,45.2,170.8,78.7,15.7,2.4,0.2,13.50038,1.417,2.4,37.6,151.4,72.7,14.9,2.4,0.3,11.76439,1.272,1.9,30.4,132.1,71.1,15.2,2.3,0.1,10.33652,1.29,2.5,27.3,133.5,76.5,15.1,2.2,0.2,10.25061,1.266,1.7,24.5,126.7,81.2,16.7,2,0.2,9.84333,1.189,2.2,21.2,112.9,81.5,16.3,2.1,0.1,9.03233,1.254,2.6,22.4,112.9,88.7,18.3,2.4,0.1,9.32344,1.434,2.8,27.5,122.9,104.3,22.3,2.7,0.1,10.45965,1.368,2.4,25.7,111.3,104.8,23.9,2.9,0.1,9.80753,1.323,2.2,23,105.4,106,25.1,3,0.1,9.36463,1.413,2,22.3,105.3,122.2,29.8,3.6,0.2,9.88343,1.446,2.1,21.5,104.6,126.8,33.7,4,0.2,9.93066,1.503,2.1,19.8,103.5,136.9,36.3,4.5,0.1,10.08938,1.367,1.8,17.4,88,124.8,36.6,4.6,0.1,8.92774,1.409,1.5,16.9,84,130.2,42.8,4.8,0.2,8.96197,1.437,1.7,15.3,83.7,133.3,47,5,0.2,8.8519,1.358,1.2,14.8,76.1,123.7,48.8,5.3,0.1,8.10513,1.227,1.1,11.5,66.5,111.4,47.3,5.3,0.1,7.10568,1.122,1.1,10.7,56.4,104.4,43.8,5.4,0.1,6.32241,1.046,1,8.4,49.3,98.6,42.7,6.2,0.2,5.74926,0.945,0.7,7.5,42.4,90.9,39.3,5.9,0.2,5.04887,0.903,0.4,6.3,38.7,87,39.5,6.5,0.2,4.69974,0.838,0.4,5.3,33.2,82.3,38,6.5,0.1,4.26629
"제주특별자치도",1.783,4.1,43.8,161.9,111.3,30.8,5.4,0.8,15.97059,1.564,2.6,41.4,136.3,100.8,28.5,4.1,0.3,13.68456,1.394,3.2,31.1,119.7,92.9,26.9,5.7,0.5,11.89739,1.438,2.5,27.7,126,97.6,30,4.9,0.4,11.93515,1.365,2.8,26.6,112.8,97.6,27.9,4.8,0.5,11.0088,1.31,2.2,22,104.3,98.3,28.1,3.9,0.6,10.30432,1.372,3.2,22.9,102.1,105.7,31.3,5.1,0.4,10.48864,1.489,2.2,25,109,115.2,36.5,5.8,0.5,11.05431,1.386,1.9,23.5,93.8,114.2,35.1,5.9,0.3,9.98861,1.378,2.8,22.5,93.5,111.1,38.6,5.9,0.1,9.67345,1.463,2.6,23,96.5,123.8,40.3,7.5,0.1,10.02802,1.487,2.1,23.5,95.6,126,43.3,7.1,0.3,9.90281,1.598,2.5,23.2,98.9,136.5,50.8,8,0.5,10.42095,1.427,2.6,21.8,80.7,122.5,49.2,7.5,0.2,9.12208,1.481,2.7,20.5,85.4,125,52.5,7.8,0.3,9.26983,1.477,2.7,19,79.2,125.1,59.1,8.6,0.2,9.16024,1.432,2.3,17.5,75.8,117.2,62.4,8.7,0.3,8.74814,1.305,1.6,13.6,65,112.2,56,8.9,0.2,7.82074,1.22,1.1,12.1,60.2,102.6,55.7,9,0.3,7.28063,1.145,1.1,11.9,50,98.3,53.6,10.6,0.3,6.78233,1.021,1.3,11.3,42.6,88,49.3,9.2,0.3,5.9781,0.951,0.2,9,38.3,81.7,47.6,10.7,0.4,5.55595,0.919,0.6,5.6,34.2,82.5,49,10,0.2,5.34203
